scientific_name,latitude,longitude,observation_count
"Connarus L.",8.4,80,1
"Theaceae",6.8,80.8,1
"Ventilago Gaertn.",8.1,80.7,1
"Ventilago Gaertn.",7.5,80.4,1
"Parahemionitis cordata (Roxb. ex Hook. & Grev.) Fraser-Jenk.",7.8,80.8,1
"Parahemionitis cordata (Roxb. ex Hook. & Grev.) Fraser-Jenk.",7.1,80.8,1
"Parahemionitis cordata (Roxb. ex Hook. & Grev.) Fraser-Jenk.",6.6,80.7,1
"Opuntia ficus-indica (L.) Mill.",6.9,80,1
"Uraria Desv.",7.3,80.4,1
"Uraria picta (Jacq.) Desv.",7.2,81.5,1
"Cajanus cajan (L.) Huth",7,81,1
"Cajanus cajan (L.) Huth",9.2,80.5,1
"Cajanus cajan (L.) Huth",7.4,80.4,1
"Cajanus cajan (L.) Huth",8.2,80.7,1
"Cajanus cajan (L.) Huth",8.2,80.3,1
"Cajanus cajan (L.) Huth",7.4,80.5,1
"Cajanus cajan (L.) Huth",7.3,80.6,1
"Cajanus cajan (L.) Huth",7.5,80.6,1
"Cajanus cajan (L.) Huth",7.2,81.2,1
"Cajanus cajan (L.) Huth",7,80.8,1
"Cajanus cajan (L.) Huth",7.1,80.7,1
"Lindernia pusilla (Willd.) Bold.",8.3,80.2,1
"Lindernia srilankana Cramer & Philcox",8.3,80.1,1
"Christisonia thwaitesii Trimen",6.8,81.3,1
"Lindernia crustacea (L.) F.Muell.",9.2,80.4,1
"Lindernia crustacea (L.) F.Muell.",8,79.8,1
"Iphigenia Kunth",9.6,80.2,1
"Iphigenia Kunth",8.9,80.5,1
"Stylosanthes guianensis (Aubl.) Sw.",9.7,80,1
"Sarcococca Lindl.",7.3,80.8,1
"Eriocaulon willdenovianum Moldenke",6.4,80.3,1
"Chlorophytum laxum R.Br.",9.2,80.8,1
"Chlorophytum laxum R.Br.",6.4,80,1
"Lindernia brachiata (Link & Otto) Biswas",8,81.3,1
"Lindernia ciliata (Colsm.) Pennell",6.7,81.1,1
"Lindernia ciliata (Colsm.) Pennell",8,81.3,1
"Lindernia ciliata (Colsm.) Pennell",8,79.8,1
"Garcinia mangostana L.",7.3,80.7,1
"Dorstenia L.",7.3,80.6,1
"Wedelia calendulacea (L.) Less.",7.3,80.6,1
"Ptisana Murdock",7.3,80.8,1
"Capparis peduncularis C.Presl",6.4,81.6,1
"Sebastiania chamaelea (L.) Müll.Arg.",7.3,80.6,1
"Sebastiania chamaelea (L.) Müll.Arg.",6.7,81.1,1
"Sebastiania chamaelea (L.) Müll.Arg.",6.7,80.8,1
"Uvaria semecarpifolia Hook.f. & Thomson",7.4,80.5,1
"Aporosa lindleyana (Wight) Baill.",6.9,80,1
"Aporosa lindleyana (Wight) Baill.",6.5,80.1,1
"Aporosa lindleyana (Wight) Baill.",6.9,80.8,1
"Cardiospermum microcarpum Kunth",6.3,81.4,1
"Polygonum densiflorum Meisn.",6.5,80.8,1
"Triumfetta pentandra var. pentandra",8.4,81,1
"Micrococca mercurialis (L.) Benth.",6.5,81.7,1
"Micrococca mercurialis (L.) Benth.",9.2,80.4,1
"Cleome aspera J.Koenig",8.1,80.7,1
"Polygonum barbatum L.",6.7,79.9,1
"Blachia umbellata (Willd.) Baill.",6.4,81.5,1
"Blachia umbellata (Willd.) Baill.",6.3,81.4,1
"Blachia umbellata (Willd.) Baill.",6.8,80.5,1
"Blachia umbellata (Willd.) Baill.",7.9,80.7,1
"Justicia ceylanica (Nees) T.Anderson",6.9,81.7,1
"Wendlandia bicuspidata Wight & Arn.",6.7,81.2,1
"Wendlandia bicuspidata Wight & Arn.",6.4,80.4,1
"Mouriri guianensis Aubl.",7.3,80.6,1
"Polystichum auriculatum (L.) C.Presl",6.8,80.5,1
"Polystichum auriculatum (L.) C.Presl",7.6,80.8,1
"Polystichum auriculatum (L.) C.Presl",7.1,80.7,1
"Polystichum auriculatum (L.) C.Presl",6.9,80.8,1
"Polystichum auriculatum (L.) C.Presl",7.6,80.7,1
"Chloranthus glaber (Thunb.) Makino",6.4,80.4,1
"Chloranthus glaber (Thunb.) Makino",7.3,80.6,1
"Rotala verticillaris L.",8.5,79.9,1
"Rotala verticillaris L.",9.4,80.5,1
"Cryptocarya membranacea Thwaites",7,80.4,1
"Schefflera J.R.Forst. & G.Forst.",7.1,80.7,1
"Schefflera J.R.Forst. & G.Forst.",7.3,80.6,1
"Emilia zeylanica var. walkeri (Hook.fil.) Trim.",6.8,80.5,1
"Cyperus arenarius Retz.",6.3,81.5,1
"Antidesma lanceolarium (Roxb.) Steud.",6.4,80.4,1
"Cymbidium Sw.",6.5,80.4,1
"Calymmodon cucullatus (Nees & Blume) C.Presl",7,81,1
"Calymmodon cucullatus (Nees & Blume) C.Presl",7.8,80.8,1
"Cyathea brunonis Wall. ex Hook.",7,81,1
"Asplenium wightianum Wall.",7,81,1
"Lycopodium phlegmaria L.",6.8,80.5,1
"Dryopteris approximata Sledge",7.6,80.8,1
"Selaginella laevigata var. brachystachys Hieron.",7,81,1
"Aspidium variolosum Wall. ex Hook.",7,81,1
"Microsorum membranaceum var. carinatum W.M.Chu & Z.R.He",7,81,1
"Odontosoria chinensis subsp. chinensis",7.6,80.8,1
"Odontosoria chinensis subsp. chinensis",7.3,80.6,1
"Cheilanthes formosa (Liebm.) Mickel & Beitel",7.6,80.8,1
"Monogramma paradoxa (Fée) Bedd.",7,81,1
"Dryopteris peranemiformis C.Chr.",7,81,1
"Cheilanthes bullosa Kunze",7.6,80.8,1
"Trichomanes bipunctatum Poir.",7,81,1
"Selaginella cochleata (Hook. & Grev.) Spring",7.6,80.8,1
"Asplenium affine Sw.",7.8,80.7,1
"Asplenium affine Sw.",7,80.7,1
"Asplenium affine Sw.",6.8,80.8,1
"Asplenium affine Sw.",6.7,80.8,1
"Asplenium affine Sw.",7.6,80.7,1
"Asplenium unilaterale Lam.",7.3,80.8,1
"Elaphoglossum hirtum (Sw.) C.Chr.",7,81,1
"Adiantum lunulatum Burm.fil.",7.6,80.8,1
"Adiantum lunulatum Burm.fil.",6.9,80.2,1
"Elaphoglossum laurifolium (Thouars) T.Moore",7,81,1
"Humata repens (L.fil.) Diels",6.5,80.4,1
"Humata repens (L.fil.) Diels",7.6,80.7,1
"Antrophyum Kaulf.",7,81,1
"Polypodium decorum Brack.",7,81,1
"Cheilanthes tenuifolia Hook.",7.6,80.8,1
"Lycopodium ophioglossoides Lam.",7,81,1
"Alsophila hookeri (Thwaites) R.M.Tryon",7,81,1
"Alsophila hookeri (Thwaites) R.M.Tryon",7.3,80.6,1
"Trichomanes L.",7.3,80.6,1
"Trichomanes L.",7.6,80.7,1
"Bolbitis subcrenata (Hook. & Grev.) Ching",7,81,1
"Dryopteris sabaei (Franch. & Sav.) C.Chr.",7,81,1
"Lindsaea cultrata (Willd.) Sw.",7,81,1
"Lindsaea cultrata (Willd.) Sw.",6.8,80.5,1
"Lindsaea cultrata (Willd.) Sw.",7.2,80.7,1
"Pteris semipinnata L.",7,81,1
"Pteris denticulata Sw.",7,81,1
"Asplenium heterocarpum Wall.",7,81,1
"Selaginella stolonifera (Sw.) Spring",7.6,80.8,1
"Histiopteris incisa (Thunb.) J.Sm.",7,81,1
"Histiopteris incisa (Thunb.) J.Sm.",7.6,80.7,1
"Trichomanes wallii Thwaites",7,81,1
"Gymnopteris Bernh.",7,81,1
"Stegnogramma pozoi (Lag.) K.Iwats.",7,81,1
"Polypodium minutum Blume",7,81,1
"Lycopodium cernuum L.",7,81,1
"Humata Cav.",7,81,1
"Gleichenia linearis (Burm.fil.) C.B.Clarke",7,81,1
"Pteris hookeriana J.Agardh",7,81,1
"Pteris hookeriana J.Agardh",7.8,80.8,1
"Grammitis cucullata J.Small",7,81,1
"Drynaria sparsisora (Desv.) T.Moore",7,81,1
"Lycopodium serratum var. javanicum (Sw.) Makino",7,81,1
"Lindsaea flabellulata Dryand.",7,81,1
"Asplenium laciniatum D.Don",7,81,1
"Asplenium angustum Sw.",7.6,80.8,1
"Crypsinus montanus Sledge",7,81,1
"Belvisia revoluta (Blume) Copel.",7.6,80.8,1
"Dryopteris setigera (Blume) C.Chr.",7,81,1
"Polystichum Roth",7,81,1
"Polystichum Roth",7.3,80.6,1
"Polystichum Roth",6.4,80.5,1
"Trichomanes digitatum Sw.",7,81,1
"Humata vestita (Blume) T.Moore",7,81,1
"Loxogramme cuspidata (Zenker) M.G.Price",7,81,1
"Polypodium obliquatum Blume",7,81,1
"Pyrrosia porosa var. porosa",7,81,1
"Pyrrosia porosa var. porosa",7.1,80.8,1
"Pyrrosia porosa var. porosa",6.9,80.8,1
"Pteridophyta",7,81,1
"Alsophila sinuata (Hook. & Grev.) R.M.Tryon",7.6,80.8,1
"Alsophila sinuata (Hook. & Grev.) R.M.Tryon",6.4,80.4,1
"Pyrrosia pannosa (Mett.) Ching",7,81,1
"Pyrrosia pannosa (Mett.) Ching",7.9,80.8,1
"Pyrrosia pannosa (Mett.) Ching",6.2,80.1,1
"Pyrrosia pannosa (Mett.) Ching",7.6,80.7,1
"Thelypteris flaccida (Blume) Ching",7.6,80.8,1
"Trichomanes intramarginale (C.Presl) Hook. & Grev.",7,81,1
"Hymenolepis spicata (L.fil.) C.Presl",7.6,80.8,1
"Asplenium obscurum Blume",7,81,1
"Diacalpe aspidioides Blume",7,81,1
"Pyrrosia Mirb.",7,81,1
"Pyrrosia Mirb.",7.5,80.8,1
"Rumohra aristata (G.Forst.) Ching",7,81,1
"Dryopteris boryana (Willd.) C.Chr.",7,81,1
"Dryopteris rufescens (Blume) C.Chr.",7,81,1
"Alsophila glabra (Blume) Hook.",7,81,1
"Belvisia Mirb.",7.6,80.8,1
"Cheilanthes mysurensis Wall.",7.6,80.8,1
"Dryopteris flaccida (Blume) Kuntze",7.6,80.8,1
"Phymatodes C.Presl",7,81,1
"Adiantum flabellulatum L.",7.6,80.8,1
"Davallia denticulata (Burm.f.) Mett. ex Kuhn",7.6,80.8,1
"Dryopteris obtusissima (Mett.) Christ",7,80.8,1
"Actiniopteris australis (L.fil.) Link",7,81,1
"Actiniopteris australis (L.fil.) Link",7.3,80.8,1
"Cyatheaceae",7,81,1
"Cyatheaceae",6.8,80.5,1
"Lindsaea schizophylla (Baker) Christ",7,81,1
"Pleopeltis linearis (Thunb.) T.Moore",7,81,1
"Trichomanes plicatum (Bosch) Bedd.",7,81,1
"Alsophila crinita Hook.",7,81,1
"Tectaria devexa (Kunze ex Mett.) Copel.",7,81,1
"Tectaria devexa (Kunze ex Mett.) Copel.",7.6,80.4,1
"Pityrogramma Link",7,81,1
"Pityrogramma Link",7.6,80.8,1
"Pityrogramma Link",6.9,80.8,1
"Myroxylon balsamum (L.) Harms",7.3,80.6,1
"Sophora L.",6,80.6,1
"Sophora L.",7.3,80.8,1
"Crepidomanes proliferum (Blume) Bostock",7.3,80.6,1
"Crepidomanes proliferum (Blume) Bostock",7.6,80.4,1
"Sesbania bispinosa (Jacq.) W.Wight",6.9,80,1
"Sesbania bispinosa (Jacq.) W.Wight",9.7,79.9,1
"Rhynchosia Lour.",7.3,80.8,1
"Rhynchosia Lour.",7.7,81.7,1
"Rhynchosia Lour.",7.5,80.7,1
"Rhynchosia Lour.",8.6,81.2,1
"Wissadula Medik.",7.5,80.4,1
"Myriophyllum indicum Willd.",8.8,80,1
"Myriophyllum indicum Willd.",8.9,80.5,1
"Hymenophyllum tunbridgense (L.) Sm.",7.3,80.8,1
"Hymenophyllum tunbridgense (L.) Sm.",7.8,81,1
"Didymoglossum bimarginatum (Bosch) Ebihara & K.Iwats.",7.3,80.6,1
"Didymoglossum bimarginatum (Bosch) Ebihara & K.Iwats.",7.3,80.8,1
"Didymoglossum bimarginatum (Bosch) Ebihara & K.Iwats.",7.2,80.6,1
"Didymoglossum bimarginatum (Bosch) Ebihara & K.Iwats.",6.7,80.6,1
"Didymoglossum bimarginatum (Bosch) Ebihara & K.Iwats.",6.3,80.3,1
"Didymoglossum bimarginatum (Bosch) Ebihara & K.Iwats.",6.1,80.3,1
"Didymoglossum bimarginatum (Bosch) Ebihara & K.Iwats.",7.6,80.4,1
"Strongylodon ruber Vogel",7.5,80.4,1
"Shuteria Wight & Arn.",7.3,80.8,1
"Flacourtia indica (Burm.fil.) Merr.",8.6,81.2,1
"Desmos elegans Elmer",7,80.5,1
"Cryptocoryne nevillii Trimen",7.7,81.7,1
"Cinnamomum zollingerii Lukman.",6.5,80.6,1
"Blyxa Noronha ex Thouars",9.4,80.6,1
"Litsea cauliflora Stapf",7.1,80.5,1
"Chloranthus brachystachys Blume",7.1,80.5,1
"Uvaria macropoda Hook.f. & Thomson",7.6,80.4,1
"Uvaria macropoda Hook.f. & Thomson",7.9,80.4,1
"Uvaria macropoda Hook.f. & Thomson",7.3,80.6,1
"Uvaria macropoda Hook.f. & Thomson",7.9,81,1
"Uvaria macropoda Hook.f. & Thomson",8.1,80.7,1
"Soymida febrifuga (Roxb.) A.Juss.",7.2,81.2,1
"Polygala L.",7,80.5,1
"Senegalia caesia (L.) Maslin, Seigler & Ebinger",6.8,80.7,1
"Peperomia blanda (Jacq.) Kunth",6.9,80.8,1
"Peperomia blanda (Jacq.) Kunth",7,81,1
"Garcinia xanthochymus Hook.f. ex T.Anderson",7,80.1,1
"Procris wightiana Wall. ex Wedd.",7.4,80.8,1
"Procris wightiana Wall. ex Wedd.",6.9,80.8,1
"Fimbristylis Vahl",7,80.4,1
"Fimbristylis Vahl",7,80.8,1
"Fimbristylis Vahl",7.8,80.8,1
"Fimbristylis Vahl",7.9,80.8,1
"Peperomia Ruiz & Pav.",7,80.8,1
"Bolbitis Schott",6.3,80.3,1
"Bolbitis Schott",7.6,80.7,1
"Crotalaria pallida var. obovata (G.Don) Polhill",6.3,81.4,1
"Crotalaria pallida var. obovata (G.Don) Polhill",6.7,80.3,1
"Vigna umbellata (Thunb.) Ohwi & H.Ohashi",9.6,80,1
"Dendrocnide sinuata (Blume) Chew",7.4,80.5,1
"Dendrocnide sinuata (Blume) Chew",7.3,80.5,1
"Dorstenia indica Wight",7.7,80.7,1
"Dorstenia indica Wight",6.4,80.4,1
"Crateva adansonii subsp. odora (Buch.-Ham.) Jacobs",8,79.8,1
"Radula acuminata Steph.",6.5,80.4,1
"Euosmolejeunea (Spruce) Steph.",6.4,80.5,1
"Taeniolejeunea falcata (Horik.) Zwickel",6.5,80.4,1
"Radula protensa Lindenb.",6.5,80.4,1
"Phyllodium pulchellum (L.) Desv.",6,80.4,1
"Habenaria cubitalis (L.) R.Br. ex Spreng.",6.2,80.1,1
"Heliconia mariae Hook.f.",7.3,80.6,1
"Callicarpa nudiflora Hook. & Arn.",7.3,80.6,1
"Lagenandra praetermissa de Wit",7.6,80.6,1
"Cathetus Lour.",6.7,80.8,1
"Cathetus Lour.",6.8,80.6,1
"Cryptopapillaria feae (Müll.Hal. ex M.Fleisch.) M.Menzel",7.4,80.7,1
"Schizostigma hirsutum Arn.",6.4,80.4,1
"Sauropus bacciformis (L.) Airy Shaw",8,79.8,1
"Sauropus bacciformis (L.) Airy Shaw",9.7,80,1
"Memecylon grande Retz.",7.6,80.7,1
"Hypserpa nitida Miers",7.3,80.7,1
"Diplazium japonicum (Thunb.) Bedd.",6.8,80.5,1
"Biophytum nudum (Arn.) Wight",6.8,80.6,1
"Biophytum nudum (Arn.) Wight",6.8,80.5,1
"Canthium didymum C.F.Gaertn.",7.4,80.8,1
"Morinda umbellata L.",8,79.8,1
"Morinda umbellata L.",6.8,80.6,1
"Lasianthus moonii Wight",6.4,80.4,1
"Lasianthus foetulentus Ridsdale",6.8,80.5,1
"Solanum erianthum D.Don",6.9,81.4,1
"Solanum erianthum D.Don",8.1,80.7,1
"Solanum erianthum D.Don",7.3,80.9,1
"Teucrium tomentosum Lam.",7.3,80.9,1
"Schefflera exaltata (Thwaites) Frodin",6.9,80.5,1
"Chassalia Comm. ex Poir.",7.4,80.8,1
"Hedyotis brevicalyx Sivar., Biju & P.Mathew",8.4,80,1
"Lasianthus chrysocaulis Ridsdale",6.7,80.4,1
"Lagerstroemia villosa Wall. ex Kurz",7.3,80.6,1
"Shorea cordifolia (Thwaites) P.S.Ashton",6.5,80.3,1
"Shorea cordifolia (Thwaites) P.S.Ashton",6.4,80.4,1
"Vateria indica L.",7.3,80.6,1
"Shorea gardneri (Thwaites) P.S.Ashton",7,80.5,1
"Shorea gardneri (Thwaites) P.S.Ashton",6.4,80.7,1
"Shorea pallescens P.S.Ashton",6.7,80.6,1
"Mesua nagassarium (Burm.fil.) Kosterm.",7.3,80.6,1
"Mesua nagassarium (Burm.fil.) Kosterm.",6.9,79.9,1
"Stemonoporus lancifolius (Thwaites) P.S.Ashton",7,80.4,1
"Stemonoporus gracilis Kosterm.",7.4,80.7,1
"Shorea zeylanica (Thwaites) P.S.Ashton",6.4,80.4,1
"Stemonoporus zeylanicus (Walp.) Alston",6.9,80.2,1
"Shorea worthingtoni P.S.Ashton",6.7,80.6,1
"Shorea worthingtoni P.S.Ashton",6.5,80.3,1
"Shorea worthingtoni P.S.Ashton",6.4,80.4,1
"Shorea worthingtoni P.S.Ashton",6.7,80.4,1
"Hopea jucunda subsp. jucunda",7,80.4,1
"Hopea jucunda subsp. jucunda",6.4,80.4,1
"Hopea cordifolia (Thwaites) Trimen",6.9,81.4,1
"Meliosma pinnata subsp. barbulata (Cufod.) Beusekom ex Welzen",7.4,80.8,1
"Meliosma pinnata subsp. barbulata (Cufod.) Beusekom ex Welzen",6.8,80.6,1
"Ampelocissus phoenicantha Alston",8.4,80,1
"Ventilago maderaspatana Gaertn.",7.4,80.7,1
"Cayratia pedata (Lour.) Juss.",8.1,80.7,1
"Cayratia pedata (Lour.) Juss.",8.6,81.2,1
"Cayratia pedata (Lour.) Juss.",7.4,80.8,1
"Premna scandens Roxb.",7,80.4,1
"Ventilago madraspatana Gaertn.",8.1,80.7,1
"Ventilago madraspatana Gaertn.",7.3,80.8,1
"Ventilago madraspatana Gaertn.",7.8,80.6,1
"Cissus lonchiphylla Thwaites",6.9,81.8,1
"Cissus lonchiphylla Thwaites",7.6,80.7,1
"Cissus lonchiphylla Thwaites",7.3,79.9,1
"Cayratia Juss.",6.4,80.4,1
"Cayratia Juss.",6.5,80.3,1
"Cayratia Juss.",7.4,80.9,1
"Acrotrema Jack",6.5,80.6,1
"Memecylon giganteum Alston",7.6,80.7,1
"Suregada lanceolata (Willd.) Kuntze",6.7,80.4,1
"Suregada lanceolata (Willd.) Kuntze",7.4,80.8,1
"Meliosma simplicifolia subsp. simplicifolia",7.4,80.7,1
"Semecarpus gardneri Thwaites",7,80.4,1
"Semecarpus gardneri Thwaites",7.1,80.4,1
"Semecarpus L.f.",6.8,80.5,1
"Semecarpus L.f.",6.7,80.4,1
"Semecarpus L.f.",7.4,80.7,1
"Semecarpus L.f.",6.7,80.8,1
"Semecarpus L.f.",6.3,80.3,1
"Semecarpus L.f.",6.5,80.6,1
"Lannea wodier (Roxb.) Adelb.",7.9,80.7,1
"Bacopa monnieri (L.) Wettst.",8.4,80,1
"Shorea dyeri F.Heim",6.7,80.6,1
"Lepisanthes erecta (Thwaites) Leenh.",7,80.4,1
"Sapindus trifoliatus var. emarginatus (Vahl) Radlk.",8.4,80,1
"Sapindus trifoliatus var. emarginatus (Vahl) Radlk.",7.9,80.7,1
"Sapindus trifoliatus var. emarginatus (Vahl) Radlk.",8,79.8,1
"Semecarpus ochraceus Alston",7.3,80.8,1
"Lepisanthes senegalensis (Poir.) Leenh.",8.1,80.7,1
"Lepisanthes senegalensis (Poir.) Leenh.",7.9,80.7,1
"Hopea sangal Korth.",7.3,80.6,1
"Ilex L.L.",8.3,80.4,1
"Ilex L.L.",6.8,80.6,1
"Ilex L.L.",7.8,80.8,1
"Sclerocarya birrea (A.Rich.) Hochst.",7.3,80.6,1
"Semecarpus marginatus Thwaites",6.7,80.4,1
"Semecarpus marginatus Thwaites",6.4,80.4,1
"Pavonia Cav.",7.9,80.1,1
"Turpinia Vent.",6.8,81,1
"Turpinia Vent.",7.4,80.8,1
"Maytenus emarginata (Willd.) Ding Hou",7.3,80.6,1
"Maytenus emarginata (Willd.) Ding Hou",7.4,80.8,1
"Impatiens latifolia L.",7.3,80.8,1
"Tetrastigma (Miq.) Planch.",7.4,80.7,1
"Pimpinella heyneana Wall.",7.6,81.1,1
"Tragia Plum. ex L.",6.8,81,1
"Tragia Plum. ex L.",7.5,80.4,1
"Paracroton pendulus subsp. zeylanicus (Thwaites) N.P.Balakr. & Chakr.",7.4,80.8,1
"Paracroton pendulus subsp. zeylanicus (Thwaites) N.P.Balakr. & Chakr.",7.3,80.6,1
"Emblica Gaertn.",6.7,80.6,1
"Emblica Gaertn.",7,80.5,1
"Vatica obscura Trimen",7.5,81.5,1
"Vatica obscura Trimen",7.5,81.4,1
"Gironniera scabrida (Thwaites) Alston",6.8,80.4,1
"Micrococca oligandra (Müll.Arg.) Prain",6.9,80.8,1
"Micrococca oligandra (Müll.Arg.) Prain",7.6,80.7,1
"Mallotus fuscescens (Thwaites) Müll.Arg.",6.1,80.3,1
"Mallotus fuscescens (Thwaites) Müll.Arg.",7,80.4,1
"Mallotus fuscescens (Thwaites) Müll.Arg.",7.3,80.4,1
"Mallotus fuscescens (Thwaites) Müll.Arg.",6.7,80.4,1
"Mallotus fuscescens (Thwaites) Müll.Arg.",7.2,80.6,1
"Mallotus fuscescens (Thwaites) Müll.Arg.",6.6,80.7,1
"Mallotus fuscescens (Thwaites) Müll.Arg.",6.6,80.1,1
"Mallotus fuscescens (Thwaites) Müll.Arg.",6.4,80.3,1
"Emblica racemosa (L.f.) Spreng.",8.4,80,1
"Emblica racemosa (L.f.) Spreng.",8.1,80.7,1
"Meliosma simplicifolia subsp. pungens (Walp.) van Beusekom",6.8,81,1
"Tetrastigma muricatum Gamble",7.4,80.7,1
"Tetrastigma muricatum Gamble",7.5,81.5,1
"Sapindus saponaria L.",7.3,80.6,1
"Dodonaea angustifolia L.fil.",8.4,80,1
"Clerodendrum inerme f. parvifolium Moldenke",6,80.8,1
"Elaeodendron J.Jacq.",7.3,80.6,1
"Nothopegia Blume",7.3,80.9,1
"Nothopegia Blume",7.3,80.6,1
"Salacia acuminatissima Kosterm.",6.4,80.4,1
"Drypetes Vahl",7.9,80.7,1
"Drypetes Vahl",7.2,81.2,1
"Drypetes Vahl",7.4,80.8,1
"Drypetes Vahl",7.3,80.9,1
"Drypetes Vahl",8.1,80.7,1
"Croton oblongifolius Roxb.",7.9,81.1,1
"Bridelia monoica (Lour.) Merr.",6.8,80.5,1
"Baccaurea courtallensis (Wight) Müll.Arg.",7.2,80.7,1
"Rauvolfia densiflora (Wall.) Benth. ex Hook.fil.",7.2,80.6,1
"Agrostistachys hookeri (Thwaites) Hook.f.",6.4,80.4,1
"Agrostistachys hookeri (Thwaites) Hook.f.",7.6,80.7,1
"Osmelia gardneri Thwaites",6.8,80.5,1
"Osmelia gardneri Thwaites",6.4,80.4,1
"Arundinella laxiflora Hook.f.",7.4,80.8,1
"Glossocarya linnaei Benth. & Hook.f., 1876",6.9,79.9,1
"Rothia indica (L.) Druce",8.6,81.2,1
"Aganope heptaphylla (L.) Polhill",7.7,80.7,1
"Dalbergia lanceolaria L.f.",7.9,80.7,1
"Dalbergia lanceolaria L.f.",7.6,80.7,1
"Dalbergia lanceolaria L.f.",8.4,80.4,1
"Crudia Schreb.",6.6,80,1
"Aphyllodium biarticulatum (L.) Gagnep.",8.1,80.5,1
"Cissus trilobata Lam.",6.4,80.4,1
"Cissus trilobata Lam.",7.3,79.9,1
"Cissus trilobata Lam.",6.4,80.3,1
"Cissus heyneana Planch.",7.7,80.4,1
"Pandanus odoratissimus L.f.",7.9,81.6,1
"Derris scandens (Roxb.) Benth.",7.9,80.7,1
"Derris scandens (Roxb.) Benth.",7.3,80.8,1
"Derris scandens (Roxb.) Benth.",7.7,80.6,1
"Derris scandens (Roxb.) Benth.",7.6,80.3,1
"Prioria pinnata (Roxb. ex DC.) Breteler",7.3,80.6,1
"Indigofera tenuifolia Lam.",8,81.3,1
"Tetrastigma nilagiricum (Miq.) B.V.Shetty",6.8,80.6,1
"Meteorium polytrichum Dozy & Molk.",7.4,80.8,1
"Meteorium polytrichum Dozy & Molk.",8.1,80.7,1
"Hibiscus eriocarpus DC.",8.3,80.4,1
"Psilanthus wightianus (Wall. ex Wight & Arn.) J.-F.Leroy",8.4,80,1
"Alchornea rugosa var. macrocarpa Airy Shaw",7.2,80.7,1
"Terniola zeylanica (Gardner) Tul.",7.3,80.6,1
"Kigelia pinnata (Jacq.) DC.",7,81,1
"Vernonia gardneri var. gardneri",7.3,80.9,1
"Hiptage parvifolia Wight & Arn.",7.3,80.9,1
"Cryptocoryne Fisch. ex Wydler",6.7,80.1,1
"Cryptocoryne Fisch. ex Wydler",6.4,80.4,1
"Trichosanthes integrifolia Thwaites",6.4,80.4,1
"Lasianthus verticillatus (Lour.) Merr.",8.1,80.7,1
"Gymnopetalum tubiflorum (Wight & Arn.) Cogn.",8.4,80.5,1
"Trichosanthes cucumerina var. cucumerina",7.9,81,1
"Lasianthus rhizophyllus Thwaites",7.4,80.8,1
"Acranthera zeylanica Arn.",6.4,80.4,1
"Aegiphila martinicensis Jacq.",7.3,80.6,1
"Premna mollissima Roth",7.9,80.7,1
"Isonandra Wight",6.7,80.5,1
"Nesaea lanceolata (B.Heyne ex C.B.Clarke) Koehne",7.7,80.7,1
"Shorea disticha (Thwaites) P.S.Ashton",6.5,80.3,1
"Shorea affinis (Thwaites) P.S.Ashton",6.5,80.3,1
"Shorea affinis (Thwaites) P.S.Ashton",7.9,80.4,1
"Thespesia lampas (Cav.) Dalzell & A.Gibson",7.3,81.2,1
"Thespesia lampas (Cav.) Dalzell & A.Gibson",7.3,80.6,1
"Rinorea virgata (Thwaites) Kuntze",8.4,80,1
"Achariaceae",6.5,80.3,1
"Hibiscus furcatus Willd.",7.6,81.1,1
"Majidea zanguebarica subsp. zanguebarica",7.3,80.6,1
"Ziziphus xylopyrus (Retz.) Willd.",7.2,81.2,1
"Impatiens ciliifolia subsp. sinharajensis Grey-Wilson",6.4,80.4,1
"Nothapodytes nimmoniana (J.Graham) Mabb.",7.3,80.9,1
"Bhesa paniculata Arn.",7.4,80.8,1
"Salacia reticulata Wight",7.3,80.8,1
"Salacia reticulata Wight",8.3,80.2,1
"Kirganelia reticulata (Poir.) Baill.",6.9,80.5,1
"Suregada Roxb. ex Rottler",7,80.4,1
"Semecarpus obscurus Thwaites",7.1,79.9,1
"Semecarpus obscurus Thwaites",7.3,79.9,1
"Nellica maderaspatana Raf.",8.4,80,1
"Ziziphus oenopolia var. brunoniana (C.B.Clarke ex Brandis) Tardieu",8.1,80.7,1
"Acalypha paniculata Miq.",8.1,80.7,1
"Acalypha paniculata Miq.",7.4,80.8,1
"Acalypha paniculata Miq.",7.3,80.8,1
"Acalypha paniculata Miq.",7.6,80.7,1
"Acalypha paniculata Miq.",7.3,80.5,1
"Sterculia urens Roxb.",7.9,80.1,1
"Hubera korinti (Dunal) Chaowasku",7.5,80.4,1
"Maerua oblongifolia (Forssk.) A.Rich.",7.5,80.4,1
"Croton officinalis (Klotzsch) Alston",7.3,80.6,1
"Painteria nitida (Vahl) Kosterm.",9.4,80.4,1
"Pleiospermium alatum (Wight & Arn.) Swingle",7.3,80.8,1
"Glossocarya scandens (L.f.) Trimen",6.9,81.8,1
"Naringi crenulata (Roxb.) Nicolson",7.2,81.2,1
"Aporosa fusiformis Thwaites",6.9,80.5,1
"Cissampelopsis corymbosa (Wall. ex DC.) C.Jeffrey & Y.L.Chen",6.8,80.5,1
"Cinnamomum capparu-coronde Blume",6.7,80.4,1
"Beilschmiedia roxburghiana Nees",7.3,80.6,1
